name,detail,url
autoscaling-launch-config-public-ip-disabled,Amazon EC2 Auto Scaling グループのパブリック IP アドレスが、起動設定によって有効になっているかどうかを確認します。Auto Scaling グループの起動設定で、AssociatePublicIpAddress が「true」に設定されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/autoscaling-launch-config-public-ip-disabled.html
beanstalk-enhanced-health-reporting-enabled,AWS Elastic Beanstalk 環境が拡張ヘルスレポートを作成するよう設定されているかどうかを確認します。この環境が拡張ヘルスレポートを作成するよう設定されている場合、ルールは COMPLIANT です。環境がベーシックヘルスレポートを作成するよう設定されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/beanstalk-enhanced-health-reporting-enabled.html
cloudformation-stack-drift-detection-check,Cloud Formation スタックの実際の設定が、意図した設定と異なっているかどうか、またはドリフトしているかどうかを確認します。スタックの 1 つ以上のリソースが意図した設定と異なっている場合、スタックはドリフトしたと見なされます。このルールとスタックは、スタックのドリフトステータスが IN_SYNC の場合、COMPLIANT です。このルールとスタックは、スタックのドリフトステータスが DRIFTED の場合、NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudformation-stack-drift-detection-check.html
cloudformation-stack-notification-check,CloudFormation スタックが SNS トピックにイベント通知を送信しているかどうか確認します。オプションで、指定された SNS トピックが使用されているかどうか確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudformation-stack-notification-check.html
cloudfront-accesslogs-enabled,Amazon CloudFront ディストリビューションが、Amazon Simple Storage Service (Amazon S3) サーバーアクセスログから情報をキャプチャするように設定されているかどうかを確認します。CloudFront ディストリビューションにログ記録が設定されていない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-accesslogs-enabled.html
cloudfront-associated-with-waf,Amazon CloudFront ディストリビューションが WAF または WAFv2 ウェブアクセスコントロールリスト (ACL) に関連付けられているかどうかを確認します。CloudFront ディストリビューションがウェブ ACL に関連付けられていない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-associated-with-waf.html
cloudfront-custom-ssl-certificate,Amazon CloudFront ディストリビューションに関連付けられている証明書が、デフォルトの Secure Sockets Layer (SSL) 証明書であるかどうかを確認します。CloudFront ディストリビューションでデフォルトの SSL 証明書が使用される場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-custom-ssl-certificate.html
cloudfront-default-root-object-configured,Amazon CloudFront ディストリビューションが、デフォルトのルートオブジェクトである特定のオブジェクトを返すように設定されているかどうかを確認します。Amazon CloudFront ディストリビューションにデフォルトのルートオブジェクトが設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-default-root-object-configured.html
cloudfront-origin-access-identity-enabled,S3 オリジンタイプの Amazon CloudFront ディストリビューションにオリジンアクセスアイデンティティ (OAI) が設定されているかどうかを確認します。CloudFront ディストリビューションが S3 によってバックアップされていて、いずれかの S3 オリジンタイプが OAI 設定されていない場合、ルールは NON_COMPLIANT です。オリジンが S3 バケットでない場合、ルールは NON_COMPLIANT です。オリジンが S3 バケットではない場合、ルールは NOT_APPLICABLE を返しません。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-origin-access-identity-enabled.html
cloudfront-origin-failover-enabled,Amazon CloudFront のオリジングループ内の少なくとも 2 つのオリジンのディストリビューションに対してオリジングループが設定されているかどうかを確認します。ディストリビューションのオリジングループがない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-origin-failover-enabled.html
cloudfront-sni-enabled,Amazon CloudFront ディストリビューションでカスタム SSL 証明書が使用されていて、SNI を使用して HTTPS リクエストを処理するように設定されているかどうかを確認します。カスタム SSL 証明書が関連付けられているものの、SSL サポートメソッドが専用 IP アドレスである場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-sni-enabled.html
cloudfront-viewer-policy-https,Amazon CloudFront ディストリビューションが HTTPS を (直接またはリダイレクト経由で) 使用しているかどうかを確認します。ViewerProtocolPolicy の値が defaultCacheBehavior または cacheBehaviors に対して 'allow-all' に設定されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudfront-viewer-policy-https.html
cloudtrail-s3-dataevents-enabled,少なくとも 1 つの AWS CloudTrail 証跡がすべての S3 バケットの Amazon S3 データイベントをログ記録しているかどうかを確認します。S3 バケットのデータイベントをログに記録する証跡が設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudtrail-s3-dataevents-enabled.html
cloudtrail-security-trail-enabled,セキュリティのベストプラクティスを使用して定義された AWS CloudTrail 証跡が少なくとも 1 つあることを確認します。次のすべてを満たす証跡が少なくとも 1 つある場合、このルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudtrail-security-trail-enabled.html
cloudwatch-alarm-action-check,CloudWatch アラームで、少なくとも 1 つのアラームアクション、1 つの INSUFFICIENT_DATA アクション、または 1 つの OK アクションが有効になっているかどうかを確認します。必要に応じて、指定した ARN のいずれかに一致するアクションがあるかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudwatch-alarm-action-check.html
cloudwatch-alarm-resource-check,指定したリソースタイプに、指定したメトリクスの CloudWatch アラームがあるかどうかを確認します。リソースタイプとして、EBS ボリューム、EC2 インスタンス、RDS クラスター、または S3 バケットを指定できます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudwatch-alarm-resource-check.html
cloudwatch-alarm-settings-check,特定のメトリクス名を持つ CloudWatch アラームに指定された設定があるかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudwatch-alarm-settings-check.html
cloudwatch-log-group-encrypted,Amazon CloudWatch Logs のロググループが、AWS Key Management Service (KMS) によって管理されているカスタマーマスターキー (CMK) で暗号化されているかどうかを確認します。AWS KMS CMK がロググループで設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudwatch-log-group-encrypted.html
cloud-trail-cloud-watch-logs-enabled,AWS CloudTrail 証跡がログを Amazon CloudWatch Logs に送信するように設定されているかどうかを確信します。証跡の CloudWatchLogsLogGroupArn プロパティが空の場合、この証跡は準拠していません。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloud-trail-cloud-watch-logs-enabled.html
cloudtrail-enabled,AWS アカウントで AWS CloudTrail が有効になっているかどうかを確認します。必要に応じて、使用する S3 バケット、SNS トピック、および AWS CloudTrail の ARN を指定できます,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloudtrail-enabled.html
cloud-trail-encryption-enabled,AWS CloudTrail が、サーバー側の暗号化 (SSE)、AWS Key Management Service (AWS KMS)、カスタマーマスターキー (CMK) の暗号化を使用するよう設定されているかどうかを確認します。KmsKeyId が定義されている場合、ルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloud-trail-encryption-enabled.html
cloud-trail-log-file-validation-enabled,AWS CloudTrail でログを含む署名付きダイジェストファイルが作成されるかどうかを確認します。AWS では、すべての証跡でファイルの検証を有効にすることをお勧めします。検証が有効化されていない場合は、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cloud-trail-log-file-validation-enabled.html
cmk-backing-key-rotation-enabled,各キーのキーローテーションが有効になっていること、およびカスタマーが作成したカスタマーマスターキー (CMK) のキー ID と一致していることを確認します。特定のキーオブジェクトでキーのローテーションが有効になっている場合、ルールは COMPLIANT です。このルールは、インポートされたキーマテリアルを持つ CMK には適用されません。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cmk-backing-key-rotation-enabled.html
codebuild-project-envvar-awscred-check,プロジェクトに環境変数 AWS_ACCESS_KEY_ID と AWS_SECRET_ACCESS_KEY が含まれているかどうか確認します。プロジェクト環境変数にプレーンテキストの認証情報が含まれている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/codebuild-project-envvar-awscred-check.html
codebuild-project-source-repo-url-check,GitHub または Bitbucket のソースレポジトリの URL に、個人用のアクセストークンまたはユーザー名とパスワードが含まれているかどうか確認します。このルールは、GitHub または Bitbucket レポジトリへのアクセス権限を付与するための OAuth の使用に準拠しています。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/codebuild-project-source-repo-url-check.html
codepipeline-deployment-count-check,AWS CodePipeline の最初のデプロイステージで複数のデプロイが実行されるかどうかを確認します。必要に応じて、後続の残りの各ステージで、指定された数 (deploymentLimit) を超えるデプロイが実行されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/codepipeline-deployment-count-check.html
codepipeline-region-fanout-check,AWS CodePipeline の各ステージで、以前のすべてのステージで AWS CodePipeline によってデプロイされたリージョンの数の N 倍を超えるリージョンにデプロイしているかどうかを確認します (N はリージョンファンアウト数)。最初のデプロイステージでは最大 1 個のリージョンにデプロイでき、2 番目のデプロイステージでは regionFanoutFactor で指定された最大数までデプロイできます。regionFanoutFactor を指定しない場合、デフォルト値は 3 です。例えば、最初のデプロイステージで 1 つのリージョンにデプロイし、2 番目のデプロイステージで 3 つのリージョンにデプロイする場合、3 番目のデプロイステージでは 12 のリージョン、つまり、以前のステージの合計数にファンアウトリージョン数 (3) を乗算した数までデプロイできます。ルールは、デプロイ先の数が第 1 ステージで 1 リージョン、2 番目のステージで 3 リージョン、または 3 番目のステージで 12 リージョンを超える場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/codepipeline-region-fanout-check.html
cw-loggroup-retention-period-check,Amazon CloudWatch LogGroup の保持期間が特定の日数に設定されているかどうかを確認します。保持期間が設定されていない場合、または設定された保持期間より短い場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/cw-loggroup-retention-period-check.html
dax-encryption-enabled,Amazon DynamoDB Accelerator (DAX) クラスターが暗号化されていることを確認します。DAX クラスターが暗号化されていない場合、ルールは NON_COMPLIANT です ,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dax-encryption-enabled.html
db-instance-backup-enabled,RDS DB インスタンスでバックアップが有効になっているかどうかを確認します。オプションで、バックアップ保存期間およびバックアップウィンドウを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/db-instance-backup-enabled.html
desired-instance-tenancy,インスタンスのテナンシーが指定したものかどうかを確認します。AMI からインスタンスが起動されているかどうかを確認するには AMI ID を指定し、専有ホストからインスタンスが起動されているかどうかを確認するにはホスト ID を指定します。複数の ID 値はカンマで区切ります。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/desired-instance-tenancy.html
desired-instance-type,インスタンスのテナンシーが指定したものかどうかを確認します。AMI からインスタンスが起動されているかどうかを確認するには AMI ID を指定し、専有ホストからインスタンスが起動されているかどうかを確認するにはホスト ID を指定します。複数の ID 値はカンマで区切ります。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/desired-instance-type.html
dms-replication-not-public,AWS Database Migration Service のレプリケーションインスタンスが公開されているかどうかを確認します。PubliclyAccessible フィールドが true の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dms-replication-not-public.html
dynamodb-autoscaling-enabled,Auto Scaling またはオンデマンドが DynamoDB テーブル、グローバルセカンダリインデックス、またはその両方で有効になっているかどうかを確認します。必要に応じて、テーブルまたはグローバルセカンダリインデックスの読み取りおよび書き込みキャパシティーユニットを設定できます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dynamodb-autoscaling-enabled.html
dynamodb-in-backup-plan,Amazon DynamoDB テーブルが AWS Backup プランに存在するかどうかを確認します。Amazon DynamoDB テーブルがどの AWS Backup プランにも存在しない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dynamodb-in-backup-plan.html
dynamodb-pitr-enabled,ポイントインタイムリカバリ (PITR) が Amazon DynamoDB テーブルに対して有効になっていることを確認します。ポイントインタイムリカバリが Amazon DynamoDB テーブルに対して有効になっていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dynamodb-pitr-enabled.html
dynamodb-table-encrypted-kms,Amazon DynamoDB テーブルが AWS Key Management Service (KMS) で暗号化されているかどうかを確認します。Amazon DynamoDB テーブルが AWS KMS で暗号化されていない場合、ルールは NON_COMPLIANT です。暗号化された AWS KMS キーが kmsKeyArns 入力パラメータに存在しない場合も、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dynamodb-table-encrypted-kms.html
dynamodb-table-encryption-enabled,Amazon DynamoDB テーブルが暗号化されているかどうか、およびそのステータスを確認します。ステータスが有効または有効化中の場合、ルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dynamodb-table-encryption-enabled.html
dynamodb-throughput-limit-check,DynamoDB のプロビジョンドスループットがアカウントの上限に近づいているかどうかを確認します。デフォルトでは、このルールはプロビジョンドスループットがアカウント上限の 80% のしきい値を超えているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/dynamodb-throughput-limit-check.html
ebs-in-backup-plan,Amazon Elastic Block Store (Amazon EBS) ボリュームが AWS Backup のバックアッププランに追加されているかどうかを確認します。Amazon EBS ボリュームが Backup プランに含まれていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ebs-in-backup-plan.html
ebs-optimized-instance,EBS 最適化できる EC2 インスタンスに対して EBS 最適化が有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ebs-optimized-instance.html
ebs-snapshot-public-restorable-check,Amazon Elastic Block Store (Amazon EBS) スナップショットがパブリックに復元不可能になっているかどうかを確認します。RestorableByUserIds フィールドを持つ 1 つまたは複数のスナップショットが「all」に設定されている場合、つまり Amazon EBS スナップショットがパブリックである場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ebs-snapshot-public-restorable-check.html
ec2-ebs-encryption-by-default,Amazon Elastic Block Store (EBS) 暗号化がデフォルトで有効になっていることを確認します。暗号化が有効でない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-ebs-encryption-by-default.html
ec2-imdsv2-check,Amazon Elastic Compute Cloud (Amazon EC2) インスタンスのメタデータのバージョンが、Instance Metadata Service Version 2 (IMDSv2) で設定されているかどうかを確認します。HttpTokens が「オプション」に設定されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-imdsv2-check.html
ec2-instance-detailed-monitoring-enabled,詳細モニタリングが EC2 インスタンスに対して有効になっているかどうかを確認します。詳細モニタリングが有効になっていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-instance-detailed-monitoring-enabled.html
ec2-instance-managed-by-systems-manager,アカウントの Amazon EC2 インスタンスが AWS Systems Manager によって管理されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-instance-managed-by-systems-manager.html
ec2-instance-multiple-eni-check,Amazon Elastic Compute Cloud (Amazon EC2) で複数の ENI (Elastic Network Interface) または Elastic Fabric Adapter (EFA) が使用されているかどうかを確認します。Amazon EC2 インスタンスで複数のネットワークインターフェイスが使用されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-instance-multiple-eni-check.html
ec2-instance-no-public-ip,Amazon Elastic Compute Cloud (Amazon EC2) インスタンスにパブリック IP の関連付けがあるかどうかを確認します。Amazon EC2 インスタンスの設定項目に publicIp フィールドが存在する場合、ルールは NON_COMPLIANT です。このルールは、IPv4 のみに適用されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-instance-no-public-ip.html
ec2-instance-profile-attached,Amazon Elastic Compute Cloud (Amazon EC2) インスタンスに Identity and Access Management (IAM) プロファイルがアタッチされているかどうかを確認します。IAM プロファイルが Amazon EC2 インスタンスにアタッチされていない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-instance-profile-attached.html
ec2-managedinstance-applications-blacklisted,指定したアプリケーションのいずれもインスタンスにインストールされていないことを確認します。必要に応じて、バージョンを指定します。新しいバージョンはブラックリストに記載されません。オプションで、プラットフォームを指定すると、このプラットフォームを実行しているインスタンスにのみルールが適用されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-managedinstance-applications-blacklisted.html
ec2-managedinstance-applications-required,すべての指定したアプリケーションが、インスタンスにインストールされているかどうかを確認します。オプションで、使用可能な最小バージョンを指定します。また、そのプラットフォームを実行中のインスタンスのみにルールを適用するプラットフォームを指定できます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-managedinstance-applications-required.html
ec2-managedinstance-association-compliance-status-check,インスタンスの関連付けが実行された後、AWS Systems Manager の関連付けのコンプライアンスステータスが COMPLIANT と NON_COMPLIANT のどちらであるかを確認します。フィールドステータスが COMPLIANT の場合は、ルールに準拠しています。関連付けの詳細については、関連付けとはを参照してください。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-managedinstance-association-compliance-status-check.html
ec2-managedinstance-inventory-blacklisted,Amazon EC2 Systems Manager が管理するインスタンスが、ブラックリストに記載されたインベントリタイプを収集するように設定されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-managedinstance-inventory-blacklisted.html
ec2-managedinstance-patch-compliance-status-check,インスタンスでパッチのインストールが実行された後、AWS Systems Managers のパッチコンプライアンスのコンプライアンスステータスが COMPLIANT と NON_COMPLIANT のどちらであるかを確認します。フィールドステータスが COMPLIANT の場合は、ルールに準拠しています。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-managedinstance-patch-compliance-status-check.html
ec2-managedinstance-platform-check,EC2 マネージドインスタンスの設定が希望どおりであるかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-managedinstance-platform-check.html
ec2-security-group-attached-to-eni,セキュリティグループが Amazon Elastic Compute Cloud (EC2) インスタンスまたは Elastic Network Interface (ENI) にアタッチされていることを確認します。セキュリティグループが EC2 インスタンスまたは ENI に関連付けられていない場合、ルールは NON_COMPLIANT を返します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-security-group-attached-to-eni.html
ec2-stopped-instance,許可されている日数よりも長く停止しているインスタンスがあるかどうかを確認します。ec2 インスタンスの状態が、許可されている日数より長く停止している場合、インスタンスは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-stopped-instance.html
ec2-volume-inuse-check,EBS ボリュームが EC2 インスタンスにアタッチされているかどうかを確認します。オプションで、インスタンスの削除時に EBS ボリュームが削除対象としてマークされるかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-volume-inuse-check.html
ecs-task-definition-user-for-host-mode-check,ホストネットワークモードを使用する Amazon Elastic Container Service (Amazon ECS) のタスク定義に、'特権' または 'ユーザー' というコンテナ定義があるかどうかを確認します。ホストネットワークモードを使用していて、特権=false または空、ユーザー=root または空というコンテナ定義があるタスク定義の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ecs-task-definition-user-for-host-mode-check.html
efs-encrypted-check,Amazon Elastic File System (Amazon EFS) が、AWS Key Management Service (AWS KMS) を使用してファイルデータを暗号化するよう設定されているかどうかを確認します。暗号化されたキーが DescribeFileSystems で false に設定されている場合、または KmsKeyId の DescribeFileSystems キーが KmsKeyId パラメータと一致 しない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/efs-encrypted-check.html
efs-in-backup-plan,Amazon Elastic File System (Amazon EFS) ファイルシステムが、AWS Backup のバックアッププランに追加されているかどうかを確認します。EFS ファイルシステムが Backup プランに含まれていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/efs-in-backup-plan.html
eip-attached,AWS アカウントに割り当てられたすべての Elastic IP アドレスが、EC2 インスタンスまたは使用中の Elastic Network Interface (ENI) にアタッチされているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/eip-attached.html
eks-endpoint-no-public-access,Amazon Elastic Kubernetes Service (Amazon EKS) エンドポイントがパブリックにアクセス可能になっていないかどうかを確認します エンドポイントがパブリックである場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/eks-endpoint-no-public-access.html
eks-secrets-encrypted,Amazon Elastic Kubernetes Service クラスターが、AWS Key Management Service (KMS) キーを使用して Kubernetes シークレットを暗号化するように設定されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/eks-secrets-encrypted.html
elasticache-redis-cluster-automatic-backup-check,Amazon ElastiCache Redis クラスターで自動バックアップが有効になっているかどうかを確認します。Redis クラスターの SnapshotRetentionLimit がSnapshotRetentionPeriod パラメータより小さい場合、ルールは NON_COMPLIANT です。例えば、パラメータが 15 の場合、snapshotRetentionPeriod が 0 ～ 15 であれば、ルールは準拠していません。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elasticache-redis-cluster-automatic-backup-check.html
elasticsearch-encrypted-at-rest,Amazon Elasticsearch Service (Amazon ES) ドメインで保管時の暗号化設定が有効になっているかどうかを確認します。EncryptionAtRestOptions フィールドが有効でない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elasticsearch-encrypted-at-rest.html
elasticsearch-in-vpc-only, Amazon Elasticsearch Service (Amazon ES) ドメインが Amazon Virtual Private Cloud (Amazon VPC) にあるかどうかを確認します。Amazon ES ドメインエンドポイントがパブリックである場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elasticsearch-in-vpc-only.html
